City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kodinsk,RU,2021-10-09 16:19:34,58.6881,99.1844,40.95,91,100,15.41
297,Dong Hoi,VN,2021-10-09 16:19:34,17.4833,106.6,78.53,82,100,9.19
298,Storslett,NO,2021-10-09 16:19:35,69.7678,21.0247,46.15,89,100,8.39
299,Namatanai,PG,2021-10-09 16:19:35,-3.6667,152.4333,78.01,85,85,3.96
300,Nuqui,CO,2021-10-09 16:19:35,5.7125,-77.2708,79.97,86,96,7.67
301,Buta,CD,2021-10-09 16:19:36,2.7858,24.73,79.68,75,100,6.91
302,Tuatapere,NZ,2021-10-09 16:19:36,-46.1333,167.6833,41.83,91,11,4.59
303,Maputo,MZ,2021-10-09 16:15:01,-25.9653,32.5892,79.68,61,1,14.76
304,Kapit,MY,2021-10-09 16:19:37,2.0167,112.9333,76.77,87,81,1.07
305,Bambous Virieux,MU,2021-10-09 16:19:37,-20.3428,57.7575,73.65,78,40,11.5
306,Nome,US,2021-10-09 16:19:38,64.5011,-165.4064,37.47,70,75,5.75
307,Lingyuan,CN,2021-10-09 16:19:38,41.24,119.4011,53.1,56,100,9.17
308,Kaihua,CN,2021-10-09 16:19:39,23.3687,104.28,63.93,87,100,9.82
309,Providencia,MX,2021-10-09 16:19:39,28.7167,-111.5833,87.48,46,0,4.0
310,Korostyshiv,UA,2021-10-09 16:19:39,50.3172,29.0563,42.48,45,27,6.8
311,Shieli,KZ,2021-10-09 16:19:40,44.1667,66.75,50.02,33,81,7.54
312,Verkhnevilyuysk,RU,2021-10-09 16:19:40,63.4453,120.3167,35.47,83,100,12.12
313,Geraldton,AU,2021-10-09 16:19:40,-28.7667,114.6,54.01,66,0,9.22
314,Prabumulih,ID,2021-10-09 16:19:41,-3.45,104.25,75.58,89,44,3.2
315,Nouadhibou,MR,2021-10-09 16:19:41,20.931,-17.0347,80.58,57,90,16.11
316,Gander,CA,2021-10-09 16:15:37,48.9682,-54.5906,42.93,75,90,20.0
317,Wiwili,NI,2021-10-09 16:19:42,13.6268,-85.8254,88.54,70,73,4.0
318,Mogocha,RU,2021-10-09 16:19:42,53.7333,119.7667,31.62,81,100,4.07
319,Molchanovo,RU,2021-10-09 16:19:42,57.5817,83.7692,37.42,79,98,7.83
320,Muleba,TZ,2021-10-09 16:19:43,-1.8397,31.6544,74.07,62,28,1.97
321,Oulu,FI,2021-10-09 16:19:43,65.0124,25.4682,48.31,93,0,4.61
322,Siyabuswa,ZA,2021-10-09 16:19:44,-25.1132,29.0445,86.11,21,3,9.6
323,Keti Bandar,PK,2021-10-09 16:19:44,24.1447,67.4497,81.73,72,0,8.19
324,Toamasina,MG,2021-10-09 16:19:44,-18.1667,49.3833,71.6,83,40,4.61
325,Ruteng,ID,2021-10-09 16:19:45,-8.6136,120.4721,61.83,92,54,2.53
326,Faya,SA,2021-10-09 16:19:45,18.3851,42.4509,73.51,33,38,10.63
327,Beringovskiy,RU,2021-10-09 16:19:46,63.05,179.3167,30.16,91,100,7.61
328,Bani Walid,LY,2021-10-09 16:19:46,31.7566,13.9942,77.59,52,100,13.87
329,Lichuan,CN,2021-10-09 16:19:47,30.3,108.85,62.2,88,88,1.41
330,Tutoia,BR,2021-10-09 16:19:47,-2.7619,-42.2744,89.58,59,87,14.29
331,Peabiru,BR,2021-10-09 16:19:47,-23.9128,-52.3431,63.41,98,100,7.96
332,Lencois Paulista,BR,2021-10-09 16:19:48,-22.5986,-48.8003,81.09,41,47,5.86
333,Yumaguzino,RU,2021-10-09 16:19:12,52.9041,56.3933,41.56,57,3,4.38
334,Ossora,RU,2021-10-09 16:19:48,59.2353,163.0719,31.57,63,73,4.27
335,Denpasar,ID,2021-10-09 16:17:18,-8.65,115.2167,78.46,88,40,3.44
336,Ylivieska,FI,2021-10-09 16:19:49,64.0833,24.55,50.32,94,55,4.85
337,Manokwari,ID,2021-10-09 16:19:43,-0.8667,134.0833,78.33,83,30,3.91
338,Cavalcante,BR,2021-10-09 16:19:49,-13.7975,-47.4583,96.39,21,30,1.9
339,Phangnga,TH,2021-10-09 16:19:50,8.4509,98.5298,83.91,95,97,4.76
340,San Quintin,MX,2021-10-09 16:19:50,30.4833,-115.95,67.86,69,5,17.02
341,Buarcos,PT,2021-10-09 16:19:51,40.166,-8.8768,81.23,90,96,8.72
342,Key West,US,2021-10-09 16:15:16,24.5557,-81.7826,89.6,69,1,9.22
343,Batagay-Alyta,RU,2021-10-09 16:19:51,67.8006,130.4114,19.56,75,100,3.56
344,Apan,MX,2021-10-09 16:19:52,19.7167,-98.4167,63.41,61,53,3.22
345,Husavik,IS,2021-10-09 16:19:52,66.0449,-17.3389,40.91,91,100,8.43
346,Shanhetun,CN,2021-10-09 16:19:52,44.7,127.2,60.64,94,100,15.26
347,Fethiye,TR,2021-10-09 16:19:53,36.6217,29.1164,76.87,65,0,4.27
348,Dingle,PH,2021-10-09 16:19:53,10.9995,122.6711,74.26,95,97,8.63
349,Playa Del Carmen,MX,2021-10-09 16:18:03,20.6274,-87.0799,87.94,83,40,3.44
350,Faanui,PF,2021-10-09 16:19:54,-16.4833,-151.75,77.59,72,11,6.22
351,Bambanglipuro,ID,2021-10-09 16:19:54,-7.95,110.2833,61.61,84,69,7.07
352,Shache,CN,2021-10-09 16:19:54,38.4167,77.2406,51.42,25,23,9.22
353,Afyonkarahisar,TR,2021-10-09 16:19:55,38.75,30.6667,64.44,39,3,8.01
354,Dunedin,NZ,2021-10-09 16:19:55,-45.8742,170.5036,49.8,91,3,4.0
355,Elko,US,2021-10-09 16:15:01,41.0002,-115.5012,45.73,80,96,3.0
356,Ordynskoye,RU,2021-10-09 16:19:56,54.3656,81.8994,40.64,76,42,6.33
357,Hofn,IS,2021-10-09 16:19:56,64.2539,-15.2082,47.75,84,100,2.82
358,Severo-Yeniseyskiy,RU,2021-10-09 16:19:56,60.3725,93.0408,31.6,78,100,16.69
359,Praia Da Vitoria,PT,2021-10-09 16:19:57,38.7333,-27.0667,75.76,78,20,14.54
360,San Patricio,US,2021-10-09 16:19:57,28.017,-97.5169,85.93,55,26,7.87
361,Bardiyah,LY,2021-10-09 16:19:58,31.7561,25.0865,76.82,57,0,9.84
362,Buin,CL,2021-10-09 16:19:58,-33.7333,-70.75,72.05,39,0,7.67
363,Esso,RU,2021-10-09 16:19:59,55.9333,158.7,24.17,96,88,4.23
364,Alice,US,2021-10-09 16:19:59,27.7523,-98.0697,85.41,54,1,9.22
365,Yar-Sale,RU,2021-10-09 16:19:59,66.8333,70.8333,28.54,72,65,14.25
366,Nantucket,US,2021-10-09 16:20:00,41.2835,-70.0995,64.96,81,99,21.9
367,Constitucion,CL,2021-10-09 16:20:00,-35.3333,-72.4167,59.23,67,1,6.04
368,Buchanan,LR,2021-10-09 16:20:01,5.8808,-10.0467,84.16,72,85,9.86
369,Takahagi,JP,2021-10-09 16:20:01,36.7167,140.7167,66.49,94,100,9.01
370,Touros,BR,2021-10-09 16:20:02,-5.1989,-35.4608,86.9,57,78,16.58
371,Karabuk,TR,2021-10-09 16:20:02,41.2049,32.6277,61.5,78,84,3.29
372,Anadyr,RU,2021-10-09 16:20:03,64.75,177.4833,25.3,100,40,4.0
373,Ciudad Bolivar,VE,2021-10-09 16:20:04,8.1222,-63.5497,91.31,51,97,4.9
374,Sfantu Gheorghe,RO,2021-10-09 16:16:59,45.8667,25.7833,44.92,48,88,9.44
375,Vila Velha,BR,2021-10-09 16:20:05,-20.3297,-40.2925,69.75,83,75,10.36
376,Vostok,RU,2021-10-09 16:20:05,46.4856,135.8833,44.13,65,100,5.61
377,Te Anau,NZ,2021-10-09 16:20:06,-45.4167,167.7167,39.72,91,23,0.98
378,Koscierzyna,PL,2021-10-09 16:20:06,54.1223,17.9812,52.11,48,96,4.25
379,Filla,GR,2021-10-09 16:20:07,38.4333,23.6833,72.37,89,75,0.0
380,Jumla,NP,2021-10-09 16:20:07,29.2747,82.1838,57.24,85,50,1.21
381,Iqaluit,CA,2021-10-09 16:20:07,63.7506,-68.5145,37.13,93,90,5.01
382,Canarana,BR,2021-10-09 16:20:08,-11.6847,-41.7689,93.96,20,30,10.69
383,Mobaye,CF,2021-10-09 16:20:08,4.319,21.1786,80.01,83,83,2.59
384,Mega,ET,2021-10-09 16:20:09,4.05,38.3,66.38,61,40,10.02
385,Vila Franca Do Campo,PT,2021-10-09 16:20:09,37.7167,-25.4333,73.81,66,22,9.57
386,Salalah,OM,2021-10-09 16:20:10,17.0151,54.0924,82.49,83,20,6.91
387,Meulaboh,ID,2021-10-09 16:18:57,4.1363,96.1285,78.67,86,85,7.58
388,Kang,BW,2021-10-09 16:20:10,-23.6752,22.7876,86.23,5,1,12.26
389,Storsteinnes,NO,2021-10-09 16:20:11,69.2408,19.2344,48.2,92,100,6.44
390,Biak,ID,2021-10-09 16:20:12,-0.9131,122.8766,76.66,76,100,4.99
391,Sydney,AU,2021-10-09 16:15:48,-33.8679,151.2073,66.58,74,0,5.75
392,Umm Lajj,SA,2021-10-09 16:20:12,25.0213,37.2685,84.94,68,24,7.92
393,Karasjok,NO,2021-10-09 16:20:12,69.4719,25.5112,35.71,99,100,6.15
394,Hukuntsi,BW,2021-10-09 16:20:13,-24.0,21.75,83.01,6,1,16.24
395,Ambanja,MG,2021-10-09 16:20:13,-13.6833,48.45,76.62,83,78,3.42
396,Talnakh,RU,2021-10-09 16:20:14,69.4865,88.3972,13.95,90,86,14.76
397,Anloga,GH,2021-10-09 16:20:14,5.7947,0.8973,82.42,77,100,14.65
398,Atbasar,KZ,2021-10-09 16:20:15,51.8,68.3333,43.39,49,0,5.97
399,Haines Junction,CA,2021-10-09 16:20:15,60.7522,-137.5108,31.95,86,88,2.3
400,Capim Grosso,BR,2021-10-09 16:20:15,-11.3811,-40.0128,93.02,27,76,10.65
401,San Cristobal,VE,2021-10-09 16:15:23,7.7669,-72.225,80.78,41,19,3.8
402,Zemio,CF,2021-10-09 16:20:16,5.0314,25.1361,81.1,66,100,1.86
403,Busko-Zdroj,PL,2021-10-09 16:20:16,50.4708,20.7188,49.19,53,1,8.21
404,Ahipara,NZ,2021-10-09 16:20:17,-35.1667,173.1667,55.6,68,82,11.86
405,Los Llanos De Aridane,ES,2021-10-09 16:20:17,28.6585,-17.9182,72.12,80,20,17.27
406,Kismayo,SO,2021-10-09 16:20:17,-0.3582,42.5454,78.44,80,15,12.84
407,Port Macquarie,AU,2021-10-09 16:20:18,-31.4333,152.9167,58.96,93,13,11.12
408,Mandurah,AU,2021-10-09 16:20:18,-32.55,115.7,52.16,70,0,10.27
409,Ortakoy,TR,2021-10-09 16:20:19,38.7373,34.0387,66.45,24,0,3.02
410,Hami,CN,2021-10-09 16:20:19,42.8,93.45,45.77,33,0,1.57
411,Ibra,OM,2021-10-09 16:20:19,22.6906,58.5334,89.49,25,0,8.19
412,Kautokeino,NO,2021-10-09 16:20:20,69.0125,23.0412,38.35,87,100,7.09
413,Zeya,RU,2021-10-09 16:20:20,53.75,127.2667,36.77,89,100,4.72
414,Peterhead,GB,2021-10-09 16:20:20,57.5058,-1.7981,60.12,95,100,15.17
415,Springdale,US,2021-10-09 16:17:19,36.1867,-94.1288,82.71,51,1,17.0
416,Turukhansk,RU,2021-10-09 16:20:21,65.8167,87.9833,26.47,83,100,20.07
417,Omboue,GA,2021-10-09 16:20:21,-1.5746,9.2618,80.28,79,99,11.48
418,Arlit,NE,2021-10-09 16:20:22,18.7369,7.3853,97.81,7,24,5.08
419,Karatau,KZ,2021-10-09 16:20:22,43.1667,70.4667,50.99,73,97,5.3
420,Chino Valley,US,2021-10-09 16:20:22,34.7575,-112.4538,63.36,58,1,1.01
421,Ostersund,SE,2021-10-09 16:20:23,63.1792,14.6357,55.85,88,75,9.22
422,Quesnel,CA,2021-10-09 16:20:23,52.9999,-122.5029,43.3,75,90,8.05
423,Axim,GH,2021-10-09 16:16:19,4.8699,-2.2405,81.82,75,63,10.78
424,Byron Bay,AU,2021-10-09 16:18:37,-28.65,153.6167,69.06,89,1,14.09
425,Bukama,CD,2021-10-09 16:20:24,-9.2,25.85,92.82,18,4,4.72
426,Cayenne,GF,2021-10-09 16:19:51,4.9333,-52.3333,89.64,74,75,1.01
427,Ballina,AU,2021-10-09 16:20:25,-28.8667,153.5667,66.38,90,0,11.63
428,Kastamonu,TR,2021-10-09 16:20:25,41.5,33.6667,54.03,86,22,5.3
429,Krasnoselkup,RU,2021-10-09 16:20:25,65.7,82.4667,28.42,78,100,17.4
430,Atasu,KZ,2021-10-09 16:20:26,48.6814,71.6433,45.91,52,100,6.17
431,Enshi,CN,2021-10-09 16:20:26,30.3,109.4833,71.26,85,97,0.29
432,Folldal,NO,2021-10-09 16:20:27,62.1325,9.9968,52.59,92,95,6.17
433,Sabha,LY,2021-10-09 16:20:27,27.0377,14.4283,87.31,11,0,5.21
434,San Pietro Vernotico,IT,2021-10-09 16:20:27,40.4853,17.9997,68.04,94,75,5.75
435,Ponazyrevo,RU,2021-10-09 16:20:28,58.3578,46.3142,44.83,81,100,6.87
436,Kiunga,PG,2021-10-09 16:20:28,-6.1219,141.2906,71.37,99,100,1.63
437,Longhua,CN,2021-10-09 16:20:29,23.6137,114.1919,74.64,96,100,3.36
438,Aksu,CN,2021-10-09 16:20:29,41.1231,80.2644,49.32,32,92,6.69
439,Bagdarin,RU,2021-10-09 16:20:29,54.4333,113.6,28.56,75,0,3.62
440,Abu Dhabi,AE,2021-10-09 16:16:55,24.4667,54.3667,89.71,84,0,5.75
441,Lagoa,PT,2021-10-09 16:20:30,39.05,-27.9833,69.84,72,16,16.84
442,Rio Gallegos,AR,2021-10-09 16:20:30,-51.6226,-69.2181,66.25,30,75,29.93
443,Bereda,ES,2021-10-09 16:20:31,43.2686,-7.5406,67.01,81,84,7.85
444,Batavia,US,2021-10-09 16:17:23,41.85,-88.3126,77.34,71,1,1.99
445,Marrakesh,MA,2021-10-09 16:20:31,31.6315,-8.0083,91.47,24,0,5.75
446,Santa Barbara,US,2021-10-09 16:20:31,34.7333,-120.0343,59.83,39,0,6.06
447,Mount Isa,AU,2021-10-09 16:20:32,-20.7333,139.5,82.17,34,82,1.14
448,Barra Patuca,HN,2021-10-09 16:20:33,15.8,-84.2833,85.05,70,71,2.17
449,Gap,FR,2021-10-09 16:20:33,44.6667,6.0,48.83,64,76,0.65
450,Madimba,TZ,2021-10-09 16:20:33,-10.4,40.3333,76.86,80,7,10.71
451,Urambo,TZ,2021-10-09 16:20:34,-5.0667,32.05,87.22,24,96,1.45
452,Moindou,NC,2021-10-09 16:20:34,-21.6924,165.677,60.75,69,4,4.88
453,Kuybysheve,UA,2021-10-09 16:20:35,47.358,36.6491,50.23,36,100,13.35
454,Leshukonskoye,RU,2021-10-09 16:20:35,64.8989,45.7622,33.12,91,94,0.81
455,Karratha,AU,2021-10-09 16:20:36,-20.7377,116.8463,79.95,23,0,10.67
456,Igarka,RU,2021-10-09 16:20:36,67.4667,86.5833,21.65,80,100,22.77
457,Wankaner,IN,2021-10-09 16:20:37,22.6167,70.9333,86.86,64,79,5.48
458,Balkhash,KZ,2021-10-09 16:20:37,46.844,74.9804,47.61,46,100,2.24
459,Jibuti,DJ,2021-10-09 16:20:37,11.5,42.5,84.13,55,100,12.62
460,Santa Marta,CO,2021-10-09 16:20:38,11.2408,-74.199,91.35,69,2,4.76
461,Fuente De Oro,CO,2021-10-09 16:20:38,3.4594,-73.6128,85.71,61,50,4.23
462,Pitimbu,BR,2021-10-09 16:20:38,-7.4706,-34.8086,88.39,67,81,14.83
463,Tazmalt,DZ,2021-10-09 16:20:39,36.3868,4.3989,72.55,40,19,10.2
464,Springbok,ZA,2021-10-09 16:20:39,-29.6643,17.8865,71.67,21,57,8.72
465,Ancud,CL,2021-10-09 16:20:40,-41.8697,-73.8203,62.13,70,1,7.05
466,Acapulco,MX,2021-10-09 16:20:40,16.8634,-99.8901,85.82,74,40,3.44
467,San Vicente De Canete,PE,2021-10-09 16:20:40,-13.0751,-76.3835,67.53,78,84,7.23
468,Shirvan,AZ,2021-10-09 16:20:41,39.9509,48.8994,59.2,51,74,7.61
469,Kavieng,PG,2021-10-09 16:20:41,-2.5744,150.7967,80.94,80,99,8.43
470,The Valley,AI,2021-10-09 16:20:41,18.217,-63.0578,87.94,55,20,18.41
471,Nassau,US,2021-10-09 16:20:42,40.7507,-73.5829,69.84,70,90,1.99
472,Bahia Blanca,AR,2021-10-09 16:20:42,-38.7196,-62.2724,74.17,26,0,5.46
473,Benghazi,LY,2021-10-09 16:20:42,32.1167,20.0667,78.75,54,0,9.08
474,Srikakulam,IN,2021-10-09 16:20:43,18.3,83.9,82.0,79,44,0.49
475,Hadejia,NG,2021-10-09 16:20:43,12.4498,10.0444,96.31,16,100,5.19
476,Nishihara,JP,2021-10-09 16:20:44,26.1842,127.7558,81.68,78,20,11.5
477,Bay Roberts,CA,2021-10-09 16:20:44,47.5999,-53.2648,48.33,79,73,11.01
478,Port Hawkesbury,CA,2021-10-09 16:20:15,45.6169,-61.3485,56.17,61,75,7.0
479,Orocue,CO,2021-10-09 16:20:45,4.7912,-71.3354,90.05,58,16,2.3
480,Rabo De Peixe,PT,2021-10-09 16:20:45,37.8,-25.5833,72.91,68,20,13.8
481,George,ZA,2021-10-09 16:20:46,-33.963,22.4617,60.35,77,20,8.05
482,Lumphat,KH,2021-10-09 16:20:46,13.4878,106.9816,73.85,99,73,2.28
483,Green River,US,2021-10-09 16:20:46,41.5286,-109.4662,50.14,70,69,7.0
484,Shingu,JP,2021-10-09 16:20:47,33.7333,135.9833,71.82,88,37,9.13
485,Xining,CN,2021-10-09 16:20:47,36.6167,101.7667,35.28,74,100,4.36
486,Mittagong,AU,2021-10-09 16:20:47,-34.45,150.45,56.86,88,43,3.74
487,Tarko-Sale,RU,2021-10-09 16:20:48,64.9225,77.785,29.77,94,100,23.38
488,Barcelos,PT,2021-10-09 16:17:03,41.5388,-8.6151,77.29,52,96,4.45
489,Chastyye,RU,2021-10-09 16:20:48,57.2888,54.9728,42.04,90,100,6.44
490,Grand Forks,US,2021-10-09 16:20:49,47.9417,-97.4337,53.78,96,90,9.22
491,Cobija,BO,2021-10-09 16:20:49,-11.0267,-68.7692,96.49,39,87,4.23
492,Yerbogachen,RU,2021-10-09 16:20:49,61.2767,108.0108,35.91,96,100,15.48
493,Mirabad,AF,2021-10-09 16:20:50,30.4362,61.8383,66.65,24,0,21.77
494,Poum,NC,2021-10-09 16:20:50,-20.2333,164.0167,72.54,71,42,14.16
495,Aykhal,RU,2021-10-09 16:20:50,66.0,111.5,32.27,98,100,15.12
496,Fortuna,US,2021-10-09 16:20:51,40.5982,-124.1573,52.36,70,20,2.84
497,Sao Miguel Do Araguaia,BR,2021-10-09 16:20:51,-13.275,-50.1628,103.14,18,0,5.06
498,Murwara,IN,2021-10-09 16:20:51,23.85,80.4,76.19,55,3,2.73
499,Moroni,KM,2021-10-09 16:20:52,-11.7022,43.2551,78.8,73,20,17.27
500,Bamiantong,CN,2021-10-09 16:20:52,44.9333,130.5333,57.0,91,100,12.44
501,Tilichiki,RU,2021-10-09 16:20:53,60.4667,166.1,24.49,77,10,4.27
502,Charlottetown,CA,2021-10-09 16:20:53,46.2352,-63.1267,55.56,55,75,8.01
503,Tomatlan,MX,2021-10-09 16:20:53,19.9333,-105.25,84.65,73,100,3.13
504,La Puebla De Cazalla,ES,2021-10-09 16:20:54,37.2216,-5.3115,83.68,29,14,5.59
505,Bayir,TR,2021-10-09 16:20:54,37.2687,28.2167,70.63,65,0,3.69
506,Mpongwe,ZM,2021-10-09 16:20:55,-13.5091,28.155,89.56,19,83,8.32
507,Port Hedland,AU,2021-10-09 16:20:55,-20.3167,118.5667,69.85,78,0,5.75
508,Opotiki,NZ,2021-10-09 16:20:55,-38.0833,177.2833,54.39,91,100,4.09
509,Hope Mills,US,2021-10-09 16:16:24,34.9704,-78.9453,71.71,90,90,3.0
510,Malmyzh,RU,2021-10-09 16:20:56,56.5205,50.6818,44.8,76,100,8.05
511,Mackay,AU,2021-10-09 16:20:56,-21.15,149.2,72.68,73,48,8.57
512,Imeni Poliny Osipenko,RU,2021-10-09 16:20:57,52.4201,136.4853,40.06,86,100,4.47
513,Siirt,TR,2021-10-09 16:20:57,37.9326,41.9403,64.85,20,0,1.41
514,Kolpny,RU,2021-10-09 16:20:58,52.2282,37.0368,42.82,56,5,5.91
515,Mykhaylivka,UA,2021-10-09 16:20:58,47.2724,35.2224,52.07,41,100,11.56
516,Petatlan,MX,2021-10-09 16:20:59,17.5167,-101.2667,87.6,62,57,2.28
517,Mae Tha,TH,2021-10-09 16:20:59,18.4646,99.1403,79.39,93,100,1.54
518,Nyurba,RU,2021-10-09 16:21:00,63.2842,118.3319,34.95,96,100,13.06
519,Komatipoort,ZA,2021-10-09 16:21:00,-25.4332,31.9548,86.05,25,0,7.27
520,Labytnangi,RU,2021-10-09 16:21:01,66.6572,66.4183,30.52,65,47,15.08
521,Conde,BR,2021-10-09 16:21:01,-7.2597,-34.9075,87.26,58,75,16.11
522,San Luis,AR,2021-10-09 16:21:01,-33.295,-66.3356,67.89,38,75,7.83
523,Bandarbeyla,SO,2021-10-09 16:21:02,9.4942,50.8122,78.8,83,15,26.71
524,Ongandjera,NA,2021-10-09 16:21:02,-17.8833,15.0667,96.08,10,0,9.6
525,Taft,IR,2021-10-09 16:21:03,31.7471,54.2088,64.35,28,0,6.91
526,Ketchikan,US,2021-10-09 16:21:03,55.3422,-131.6461,46.38,87,40,3.44
527,Launceston,AU,2021-10-09 16:16:51,-41.45,147.1667,47.8,81,9,11.5
528,Amga,RU,2021-10-09 16:21:04,60.8953,131.9608,28.62,96,82,3.94
529,Bubaque,GW,2021-10-09 16:21:04,11.2833,-15.8333,83.16,73,92,8.93
530,East Wenatchee Bench,US,2021-10-09 16:21:04,47.4257,-120.2812,54.68,52,1,1.99
531,Iskateley,RU,2021-10-09 16:21:05,67.6803,53.1512,31.08,77,90,8.75
532,Cururupu,BR,2021-10-09 16:21:05,-1.8283,-44.8683,87.24,59,79,7.99
533,Mattru,SL,2021-10-09 16:21:06,7.6244,-11.8332,80.06,82,89,7.9
534,Duobao,CN,2021-10-09 16:21:06,30.67,112.6895,66.47,84,100,11.56
535,Sagua La Grande,CU,2021-10-09 16:21:06,22.8067,-80.0756,85.19,57,99,4.61
536,Smithers,CA,2021-10-09 16:21:07,54.7804,-127.1743,37.72,100,75,2.3
537,Kayerkan,RU,2021-10-09 16:21:07,69.3497,87.7602,17.78,89,100,17.81
538,Brae,GB,2021-10-09 16:21:07,60.3964,-1.353,55.31,98,100,11.48
539,Wajir,KE,2021-10-09 16:21:08,1.7471,40.0573,89.62,37,60,12.17
540,Ambilobe,MG,2021-10-09 16:21:09,-13.2,49.05,77.18,59,78,6.73
541,Saint-Pierre,RE,2021-10-09 16:21:09,-21.3393,55.4781,73.08,73,90,14.97
542,Zhezkazgan,KZ,2021-10-09 16:21:09,47.8043,67.7144,46.31,34,93,5.21
543,Pozo Colorado,PY,2021-10-09 16:21:10,-23.4923,-58.7972,87.26,58,94,6.73
544,Maraa,BR,2021-10-09 16:21:10,-1.8333,-65.3667,94.68,45,82,1.25
545,Uyemskiy,RU,2021-10-09 16:21:11,64.4743,40.8524,35.65,87,40,2.24
546,Front Royal,US,2021-10-09 16:19:16,38.9182,-78.1944,72.19,78,40,7.2
547,Burgeo,CA,2021-10-09 16:21:11,47.6167,-57.6152,50.76,50,1,17.92
548,Baghmara,IN,2021-10-09 16:21:11,23.795,86.2085,78.08,63,5,5.75
549,Tarauaca,BR,2021-10-09 16:21:12,-8.1614,-70.7656,95.41,41,76,3.96
550,Siniscola,IT,2021-10-09 16:21:12,40.5719,9.6922,67.55,65,95,12.1
551,Sarankhola,BD,2021-10-09 16:21:13,22.3082,89.7897,79.59,85,5,3.85
552,Zhigansk,RU,2021-10-09 16:21:13,66.7697,123.3711,34.29,99,100,17.52
553,Margate,GB,2021-10-09 16:21:13,51.3813,1.3862,62.91,76,66,6.73
554,Port Lincoln,AU,2021-10-09 16:21:14,-34.7333,135.8667,51.98,69,59,11.52
555,Masunga,BW,2021-10-09 16:21:14,-20.6246,27.4488,87.48,18,3,8.05
556,San Jose De Guanipa,VE,2021-10-09 16:21:15,8.8872,-64.1651,88.54,52,68,8.68
557,Benjamin Aceval,PY,2021-10-09 16:21:15,-24.9667,-57.5667,75.6,98,100,7.47
558,Catuday,PH,2021-10-09 16:21:16,16.2923,119.8062,79.63,82,92,3.18
559,Sao Jose Da Coroa Grande,BR,2021-10-09 16:21:16,-8.8978,-35.1478,81.75,62,97,11.03
560,Spanaway,US,2021-10-09 16:21:16,47.104,-122.4346,51.03,85,90,0.0
561,Matara,LK,2021-10-09 16:21:17,5.9485,80.5353,79.84,85,98,10.78
