City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
129,Hilo,US,2021-10-09 16:18:29,19.7297,-155.09,74.28,91,90,6.91
130,Phetchabun,TH,2021-10-09 16:18:29,16.25,101.0833,77.31,91,100,0.72
131,Karpathos,GR,2021-10-09 16:18:30,35.507,27.2132,73.36,83,20,8.05
132,Vestmannaeyjar,IS,2021-10-09 16:18:30,63.4427,-20.2734,49.19,87,40,12.66
133,Wenatchee,US,2021-10-09 16:18:31,47.4235,-120.3103,55.78,53,1,1.99
134,Sorong,ID,2021-10-09 16:18:31,-0.8833,131.25,79.54,86,90,5.3
135,Grand Gaube,MU,2021-10-09 16:18:32,-20.0064,57.6608,73.8,72,13,8.01
136,Mayo,US,2021-10-09 16:18:32,38.8876,-76.5119,72.73,80,90,13.0
137,Honningsvag,NO,2021-10-09 16:18:33,70.9821,25.9704,38.16,95,100,5.01
138,Taveta,KE,2021-10-09 16:18:33,-3.3963,37.6736,79.09,54,97,13.47
139,Palmer,US,2021-10-09 16:18:33,42.1584,-72.3287,64.31,69,90,1.01
140,Caravelas,BR,2021-10-09 16:18:34,-17.7125,-39.2481,77.99,64,96,8.88
141,Uruguaiana,BR,2021-10-09 16:18:34,-29.7547,-57.0883,69.73,68,0,13.8
142,Bredasdorp,ZA,2021-10-09 16:18:34,-34.5322,20.0403,67.28,55,16,10.36
143,New Norfolk,AU,2021-10-09 16:18:35,-42.7826,147.0587,47.7,64,41,3.0
144,Katsuura,JP,2021-10-09 16:18:35,35.1333,140.3,71.19,85,34,7.23
145,Hasaki,JP,2021-10-09 16:18:35,35.7333,140.8333,66.6,86,36,6.93
146,Dwarka,IN,2021-10-09 16:18:36,22.2394,68.9678,83.91,77,18,7.07
147,Nhulunbuy,AU,2021-10-09 16:18:36,-12.2333,136.7667,77.61,88,40,0.0
148,Ostrovnoy,RU,2021-10-09 16:18:37,68.0531,39.5131,36.86,81,95,11.97
149,Karacabey,TR,2021-10-09 16:18:38,40.2152,28.4038,65.44,89,57,5.53
150,Saldanha,ZA,2021-10-09 16:18:39,-33.0117,17.9442,68.05,74,0,17.29
151,Jiaojiang,CN,2021-10-09 16:18:39,28.6803,121.4428,75.99,92,95,4.27
152,Saskylakh,RU,2021-10-09 16:18:39,71.9167,114.0833,10.62,100,100,2.66
153,Poronaysk,RU,2021-10-09 16:18:40,49.2167,143.1167,47.05,75,100,5.91
154,Gao,ML,2021-10-09 16:18:40,16.6362,1.637,99.93,8,90,9.35
155,Khatanga,RU,2021-10-09 16:18:40,71.9667,102.5,16.59,96,100,3.33
156,Avarua,CK,2021-10-09 16:18:41,-21.2078,-159.775,64.45,100,40,1.14
157,Tromso,NO,2021-10-09 16:18:41,69.6496,18.957,48.22,87,75,1.01
158,Gisborne,NZ,2021-10-09 16:18:42,-38.6533,178.0042,55.94,88,100,9.31
159,Rezekne,LV,2021-10-09 16:18:42,56.5,27.3167,43.5,65,81,4.25
160,Acari,PE,2021-10-09 16:18:42,-15.4311,-74.6158,72.21,69,66,9.24
161,Kieta,PG,2021-10-09 16:18:43,-6.2167,155.6333,77.94,85,61,3.98
162,Pangai,TO,2021-10-09 16:18:43,-19.8,-174.35,76.24,78,100,11.25
163,Lompoc,US,2021-10-09 16:18:44,34.6391,-120.4579,66.56,67,1,0.0
164,Korla,CN,2021-10-09 16:18:44,41.7597,86.1469,47.57,38,1,4.23
165,Lunca,RO,2021-10-09 16:18:45,43.8333,24.7667,47.53,57,100,14.25
166,Kodiak,US,2021-10-09 16:18:45,57.79,-152.4072,49.51,46,90,9.22
167,Sorland,NO,2021-10-09 16:18:46,67.667,12.6934,50.31,96,100,17.25
168,Ilulissat,GL,2021-10-09 16:18:46,69.2167,-51.1,28.42,40,75,11.5
169,Bundaberg,AU,2021-10-09 16:18:46,-24.85,152.35,70.21,82,75,1.99
170,Aklavik,CA,2021-10-09 16:18:47,68.2191,-135.0107,30.2,86,75,4.61
171,Monrovia,LR,2021-10-09 16:15:36,6.3005,-10.7969,83.97,74,89,10.02
172,Pierre,US,2021-10-09 16:18:11,44.3683,-100.351,70.05,82,75,8.01
173,Shitanjing,CN,2021-10-09 16:18:47,39.2342,106.3439,39.96,27,50,10.65
174,Saint-Gabriel,CA,2021-10-09 16:18:48,46.3001,-73.3824,62.42,64,85,6.02
175,Jinchang,CN,2021-10-09 16:18:48,38.4953,102.1739,41.49,28,25,4.0
176,Port Blair,IN,2021-10-09 16:18:49,11.6667,92.75,79.83,85,99,15.03
177,Narsaq,GL,2021-10-09 16:18:49,60.9167,-46.05,41.22,52,4,1.95
178,Bocanda,CI,2021-10-09 16:18:50,7.0626,-4.4995,86.76,67,51,3.47
179,Vardo,NO,2021-10-09 16:18:50,70.3705,31.1107,38.17,97,100,10.92
180,Tasiilaq,GL,2021-10-09 16:18:50,65.6145,-37.6368,35.76,71,80,7.02
181,Yellowknife,CA,2021-10-09 16:18:51,62.456,-114.3525,42.42,100,90,1.01
182,Samarai,PG,2021-10-09 16:18:51,-10.6167,150.6667,79.16,84,88,16.78
183,Mana,GF,2021-10-09 16:18:52,5.6592,-53.7767,88.48,59,100,8.86
184,Kysyl-Syr,RU,2021-10-09 16:18:52,63.8986,122.7617,34.16,89,100,12.03
185,Santa Cruz,BO,2021-10-09 16:16:02,-17.8,-63.1667,95.05,46,40,14.97
186,Codrington,AU,2021-10-09 16:18:52,-38.2667,141.9667,46.27,75,98,6.73
187,Araouane,ML,2021-10-09 16:18:53,18.9048,-3.5265,102.31,6,85,6.78
188,Feijo,BR,2021-10-09 16:18:53,-8.1642,-70.3536,94.75,42,54,3.76
189,Bilma,NE,2021-10-09 16:18:53,18.6853,12.9164,95.0,11,7,2.04
190,Nogliki,RU,2021-10-09 16:18:54,51.8333,143.1667,41.97,66,93,9.37
191,Hammerfest,NO,2021-10-09 16:18:54,70.6634,23.6821,41.45,100,90,0.0
192,Okhotsk,RU,2021-10-09 16:18:55,59.3833,143.3,25.74,80,31,9.98
193,Halifax,CA,2021-10-09 16:14:59,44.6453,-63.5724,58.21,57,2,1.99
194,Peleduy,RU,2021-10-09 16:18:56,59.6289,112.7406,36.82,97,100,14.43
195,Atagay,RU,2021-10-09 16:18:56,55.1033,99.3875,38.79,68,75,5.26
196,Tautira,PF,2021-10-09 16:18:57,-17.7333,-149.15,75.22,72,35,3.0
197,Lucapa,AO,2021-10-09 16:18:57,-8.4192,20.7447,86.09,32,21,2.95
198,Grindavik,IS,2021-10-09 16:18:57,63.8424,-22.4338,49.95,93,90,13.8
199,Progreso,MX,2021-10-09 16:18:58,21.2833,-89.6667,89.11,65,90,5.88
200,Necochea,AR,2021-10-09 16:18:58,-38.5473,-58.7368,70.03,52,0,6.13
201,Plettenberg Bay,ZA,2021-10-09 16:18:59,-34.0527,23.3716,61.03,66,45,9.64
202,Two Hills,CA,2021-10-09 16:18:59,53.7169,-111.7518,36.09,55,100,9.22
203,Kangavar,IR,2021-10-09 16:19:00,34.5043,47.9653,63.28,23,0,6.96
204,Inongo,CD,2021-10-09 16:19:00,-1.95,18.2667,82.53,65,41,4.79
205,Padang,ID,2021-10-09 16:15:17,-0.9492,100.3543,78.58,88,39,2.42
206,Ayan,RU,2021-10-09 16:19:01,56.45,138.1667,41.54,57,25,5.32
207,Viedma,AR,2021-10-09 16:19:01,-40.8135,-62.9967,81.27,20,0,14.67
208,Half Moon Bay,US,2021-10-09 16:19:01,37.4636,-122.4286,62.15,71,20,0.0
209,Saurimo,AO,2021-10-09 16:19:02,-9.6608,20.3916,87.6,22,38,4.61
210,Bathsheba,BB,2021-10-09 16:19:02,13.2167,-59.5167,88.41,70,40,13.8
211,Bonfim,BR,2021-10-09 16:19:03,3.0833,-59.95,90.84,51,77,1.72
212,Gorontalo,ID,2021-10-09 16:19:03,0.5412,123.0595,76.35,91,100,1.97
213,Sitka,US,2021-10-09 16:19:04,57.0531,-135.33,48.09,76,90,17.27
214,Shimoda,JP,2021-10-09 16:19:04,34.6667,138.95,68.11,88,23,12.5
215,Leningradskiy,RU,2021-10-09 16:19:05,69.3833,178.4167,16.27,94,100,4.18
216,Upernavik,GL,2021-10-09 16:19:05,72.7868,-56.1549,30.72,52,100,11.65
217,Port Elizabeth,ZA,2021-10-09 16:19:06,-33.918,25.5701,65.1,63,0,19.57
218,Fraserburgh,GB,2021-10-09 16:19:06,57.6874,-2.0184,60.1,86,100,12.26
219,Warri,NG,2021-10-09 16:19:06,5.5167,5.75,79.93,84,100,7.94
220,Iranshahr,IR,2021-10-09 16:19:07,27.2025,60.6848,89.94,14,0,0.0
221,Anjar,IN,2021-10-09 16:18:56,23.1333,70.0167,86.76,63,63,7.87
222,Nisia Floresta,BR,2021-10-09 16:19:07,-6.0911,-35.2086,86.81,47,52,15.55
223,Burnie,AU,2021-10-09 16:19:07,-41.0667,145.9167,45.95,73,14,12.01
224,Gravdal,NO,2021-10-09 16:19:08,68.1214,13.5031,50.59,94,100,13.33
225,Ranghulu,CN,2021-10-09 16:19:08,46.65,124.8667,60.13,67,100,17.56
226,Sakakah,SA,2021-10-09 16:19:08,29.9697,40.2064,92.77,14,0,9.01
227,Agalatovo,RU,2021-10-09 16:19:09,60.2195,30.2739,53.11,85,100,9.33
228,Barguzin,RU,2021-10-09 16:19:09,53.6167,109.6167,32.13,86,33,4.12
229,Victoria,HK,2021-10-09 16:19:10,22.2855,114.1577,80.58,95,100,11.01
230,Fort Nelson,CA,2021-10-09 16:19:10,58.8053,-122.7002,38.79,75,40,0.0
231,Porto Novo,BJ,2021-10-09 16:19:10,6.4965,2.6036,84.02,71,100,8.59
232,Louis Trichardt,ZA,2021-10-09 16:19:11,-23.0439,29.9032,83.43,31,19,4.14
233,Makakilo City,US,2021-10-09 16:19:11,21.3469,-158.0858,75.56,69,75,4.61
234,Ormara,PK,2021-10-09 16:19:11,25.2088,64.6357,81.01,79,0,9.26
235,Pangnirtung,CA,2021-10-09 16:19:12,66.1451,-65.7125,33.8,100,75,2.3
236,Ribeira Grande,PT,2021-10-09 16:19:12,38.5167,-28.7,73.8,73,20,19.57
237,Vao,NC,2021-10-09 16:19:12,-22.6667,167.4833,69.48,60,100,15.23
238,Lasa,IT,2021-10-09 16:19:13,46.6166,10.7002,58.08,72,8,3.04
239,Laya,PH,2021-10-09 16:19:13,17.4726,121.4678,74.79,89,34,4.27
240,Seoul,KR,2021-10-09 16:16:23,37.5683,126.9778,71.04,94,75,1.14
241,Lebu,CL,2021-10-09 16:19:14,-37.6167,-73.65,58.68,70,10,10.27
242,Labuhan,ID,2021-10-09 16:19:14,-6.8844,112.2051,80.46,72,9,6.44
243,Basoda,IN,2021-10-09 16:19:15,23.85,77.9333,78.98,61,64,5.06
244,Fonte Boa,BR,2021-10-09 16:19:15,-2.4959,-66.2662,88.11,56,100,2.26
245,Xianyang,CN,2021-10-09 16:19:15,34.3378,108.7026,52.84,100,90,4.47
246,Rio Grande City,US,2021-10-09 16:17:21,26.3798,-98.8203,84.87,58,8,10.56
247,Kahului,US,2021-10-09 16:18:50,20.8947,-156.47,74.84,89,40,13.8
248,Svetlyy,RU,2021-10-09 16:19:16,54.675,20.1347,48.25,49,100,3.44
249,Camacha,PT,2021-10-09 16:19:17,33.0833,-16.3333,76.53,64,40,14.97
250,Dengfeng,CN,2021-10-09 16:19:17,34.4553,113.0281,55.76,76,100,10.25
251,Inuvik,CA,2021-10-09 16:19:17,68.3499,-133.7218,30.24,86,75,6.91
252,Puri,IN,2021-10-09 16:19:18,19.8,85.85,85.37,72,85,2.28
253,Bud,US,2021-10-09 16:19:18,39.447,-86.1758,78.89,69,78,7.65
254,Eirunepe,BR,2021-10-09 16:19:19,-6.6603,-69.8736,95.61,38,62,3.11
255,Kavaratti,IN,2021-10-09 16:19:19,10.5669,72.642,82.81,78,100,11.7
256,Moose Factory,CA,2021-10-09 16:19:19,51.2585,-80.6094,66.2,77,40,11.5
257,Namibe,AO,2021-10-09 16:19:20,-15.1961,12.1522,69.55,68,10,9.69
258,Rio Grande,BR,2021-10-09 16:16:55,-32.035,-52.0986,68.11,69,85,18.66
259,Sur,OM,2021-10-09 16:19:20,22.5667,59.5289,84.79,52,0,2.71
260,Ayacucho,PE,2021-10-09 16:19:21,-13.1583,-74.2239,71.46,35,75,4.61
261,Auchi,NG,2021-10-09 16:19:21,7.0667,6.2667,84.61,77,93,0.4
262,Alta Floresta,BR,2021-10-09 16:19:21,-9.8756,-56.0861,98.44,34,66,1.79
263,Honiara,SB,2021-10-09 16:19:22,-9.4333,159.95,77.25,89,98,0.67
264,Aguas Formosas,BR,2021-10-09 16:19:22,-17.0822,-40.9358,75.27,69,100,3.09
265,Riyadh,SA,2021-10-09 16:19:22,24.6877,46.7219,91.54,13,0,11.83
266,Pacific Grove,US,2021-10-09 16:14:47,36.6177,-121.9166,60.91,70,90,1.01
267,Taksimo,RU,2021-10-09 16:19:23,56.3444,114.8794,30.67,78,13,3.44
268,Hohhot,CN,2021-10-09 16:19:23,40.8106,111.6522,43.09,42,0,8.95
269,Artesia,US,2021-10-09 16:19:24,33.8658,-118.0831,68.63,78,1,1.99
270,Mocorito,MX,2021-10-09 16:19:24,25.4833,-107.9167,89.26,43,5,1.5
271,Qingdao,CN,2021-10-09 16:19:25,36.0986,120.3719,65.8,100,90,13.42
272,Singaraja,ID,2021-10-09 16:19:25,-8.112,115.0882,77.97,81,51,6.62
273,Pisco,PE,2021-10-09 16:19:25,-13.7,-76.2167,67.01,72,75,8.05
274,Sarnia,CA,2021-10-09 16:17:25,42.9787,-82.4041,74.01,82,75,3.0
275,Vanimo,PG,2021-10-09 16:19:26,-2.6741,141.3028,79.25,89,41,7.58
276,Mildura,AU,2021-10-09 16:19:26,-34.2,142.15,53.56,94,90,10.36
277,Guerrero Negro,MX,2021-10-09 16:19:27,27.9769,-114.0611,73.65,60,1,19.26
278,Ferme-Neuve,CA,2021-10-09 16:19:27,46.7001,-75.4493,62.38,81,95,7.83
279,Fairbanks,US,2021-10-09 16:19:27,64.8378,-147.7164,37.31,91,90,0.0
280,Saint-Joseph,RE,2021-10-09 16:19:28,-21.3667,55.6167,71.98,80,60,13.11
281,Skwierzyna,PL,2021-10-09 16:19:28,52.5991,15.5065,53.67,48,25,6.11
282,Kaitangata,NZ,2021-10-09 16:19:29,-46.2817,169.8464,41.47,95,44,4.27
283,New Glasgow,CA,2021-10-09 16:19:29,45.5834,-62.6486,58.91,49,15,7.11
284,Paducah,US,2021-10-09 16:16:06,37.0834,-88.6001,81.55,65,1,6.91
285,Warrnambool,AU,2021-10-09 16:19:30,-38.3833,142.4833,47.8,75,99,10.36
286,Mahur,IN,2021-10-09 16:19:30,25.1667,93.1167,68.9,98,3,0.72
287,Twin Falls,US,2021-10-09 16:19:31,42.3505,-114.6445,42.69,81,90,20.71
288,Verkhnyaya Inta,RU,2021-10-09 16:19:31,65.9811,60.3094,28.36,77,66,10.49
289,Shkoder,AL,2021-10-09 16:19:31,42.0683,19.5126,60.91,70,99,6.46
290,Roma,US,2021-10-09 16:18:07,43.2128,-75.4557,66.83,69,90,12.66
291,Sucua,EC,2021-10-09 16:19:32,-2.4667,-78.1667,84.94,61,40,5.75
292,Nalut,LY,2021-10-09 16:19:32,30.3333,10.85,83.41,24,4,11.72
293,Altamira,BR,2021-10-09 16:19:33,-3.2033,-52.2064,96.89,46,75,3.44
294,Tecoanapa,MX,2021-10-09 16:19:33,16.5167,-98.75,83.23,71,100,2.26
295,La Ronge,CA,2021-10-09 16:19:34,55.1001,-105.2842,48.45,53,1,5.75
